sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
ABCC1_m16101799	ABCC1	730.53/907.51	491.46/585.34	819.02	538.4	-0.60429	15662	20190	1.9508	0.02414	0.97586	0.04828	0.14841	False
AFF3_m100625275	AFF3	521.8/237.98	606.92/516.11	379.89	561.51	0.56251	40279	9005.3	1.9503	0.97218	0.027818	0.055635	0.16286	True
ADRB1_p115803909	ADRB1	577.66/634.01	706.6/969.28	605.84	837.94	0.46725	1587.9	14707	1.9432	0.97218	0.027818	0.055636	0.16286	True
ABHD14B_p52004061	ABHD14B	389.52/605.6	377.27/185.39	497.56	281.33	-0.82038	23346	11958	1.943	0.023998	0.976	0.047996	0.14799	False
A1CF_m52596056	A1CF	618.82/653.55	357.08/434.29	636.18	395.68	-0.68371	603.19	15482	1.9424	0.026628	0.97337	0.053255	0.15977	False
ACTR1A_p104250304	ACTR1A	654.09/1040.7	1092.1/1155.8	847.4	1123.9	0.40703	74735	20926	1.941	0.97204	0.027959	0.055918	0.16286	True
ABCF1_p30545610	ABCF1	1975.5/1797.3	1628.3/1289.7	1886.4	1459	-0.37041	15886	48525	1.9235	0.026185	0.97382	0.05237	0.15878	False
AFF2_m147891420	AFF2	505.64/122.54	115.45/183.1	314.09	149.28	-1.0681	73381	7373.7	1.9188	0.027348	0.97265	0.054696	0.16214	False
ACVR2A_m148653941	ACVR2A	582.07/653.55	470.64/1227.3	617.81	848.99	0.45795	2554.7	15012	1.914	0.9704	0.029595	0.059191	0.16943	True
AFF2_m147967463	AFF2	604.12/911.06	929.93/1103.7	757.59	1016.8	0.42411	47107	18602	1.9033	0.97134	0.028664	0.057328	0.166	True
AGTPBP1_p88296203	AGTPBP1	438.02/340.98	458.66/679.75	389.5	569.2	0.54615	4708.3	9244.9	1.903	0.96919	0.030814	0.061628	0.17355	True
ABTB1_m127395403	ABTB1	846.65/1557.5	482.63/1248.5	1202.1	865.57	-0.47335	2.5266e+05	30219	1.9025	0.026446	0.97355	0.052892	0.15964	False
ABL1_m133729532	ABL1	1400.8/1465.2	2174.7/1405.3	1433	1790	0.32073	2071.7	36348	1.9015	0.96944	0.030565	0.061129	0.17355	True
ACTL7A_m111624684	ACTL7A	533.56/348.09	606.92/658.58	440.82	632.75	0.52044	17201	10529	1.8993	0.96928	0.030715	0.06143	0.17355	True
ADH7_m100350762	ADH7	1856.4/1578.8	1422.7/1207.9	1717.6	1315.3	-0.38481	38539	43973	1.8991	0.027506	0.97249	0.055011	0.16259	False
ACBD6_p180471350	ACBD6	607.06/538.11	754.54/830.24	572.58	792.39	0.46802	2376.7	13860	1.8989	0.96905	0.030946	0.061892	0.17355	True
ADRBK2_p25961098	ADRBK2	2034.3/822.26	1083.2/1041.9	1428.3	1062.6	-0.42635	7.3452e+05	36223	1.8942	0.027339	0.97266	0.054677	0.16214	False
ADPRHL2_m36554512	ADPRHL2	495.35/809.83	791.77/982.44	652.59	887.1	0.44234	49451	15902	1.8907	0.96853	0.031465	0.06293	0.17561	True
ADAM10_m58974490	ADAM10	612.94/699.72	426.48/401.67	656.33	414.08	-0.66324	3766	15998	1.8878	0.027726	0.97227	0.055452	0.16286	False
AGPAT5_p6566262	AGPAT5	696.72/486.61	950.12/681.47	591.66	815.79	0.46276	22073	14346	1.8857	0.96935	0.030652	0.061305	0.17355	True
ADI1_m3523251	ADI1	1561/1820.3	2134.3/2023.2	1690.7	2078.8	0.29797	33629	43248	1.8846	0.96899	0.031009	0.062018	0.17355	True
AGAP3_p150783972	AGAP3	366/369.4	333.74/746.7	367.7	540.22	0.55377	5.7773	8701.8	1.8776	0.9678	0.032199	0.064398	0.17821	True
ACVR1C_m158401075	ACVR1C	283.69/312.57	297.15/608.23	298.13	452.69	0.60095	417.08	6980.4	1.8772	0.96784	0.032164	0.064329	0.17821	True
AGPAT3_m45379563	AGPAT3	263.11/250.41	51.102/164.79	256.76	107.95	-1.2424	80.624	5966.3	1.8748	0.026584	0.97342	0.053168	0.15977	False
ABLIM2_m8108294	ABLIM2	1042.1/2282.1	1859.2/2234.4	1662.1	2046.8	0.30019	7.6874e+05	42481	1.8743	0.96901	0.030992	0.061983	0.17355	True
AATK_m79102298	AATK	1067.1/1417.2	1601.2/1531.2	1242.2	1566.2	0.33415	61278	31279	1.8675	0.96653	0.033473	0.066946	0.18386	True
ADD1_p2877736	ADD1	1103.9/809.83	769.69/554.44	956.85	662.06	-0.53065	43230	23776	1.8638	0.027951	0.97205	0.055901	0.16286	False
AATK_p79102311	AATK	107.3/326.77	531.84/160.78	217.04	346.31	0.67165	24084	5000.4	1.8636	0.9662	0.0338	0.0676	0.18502	True
ADPRHL2_m36554620	ADPRHL2	351.3/298.36	244.79/74.384	324.83	159.58	-1.0208	1401.3	7638.9	1.8611	0.029237	0.97076	0.058474	0.16786	False
ACTRT3_m169487267	ACTRT3	634.98/676.64	847.28/927.51	655.81	887.4	0.43573	867.43	15984	1.8599	0.9665	0.033496	0.066991	0.18386	True
ACVR2B_m38495825	ACVR2B	2063.7/2365.6	1987.3/1531.7	2214.6	1759.5	-0.33172	45561	57438	1.8597	0.028784	0.97122	0.057568	0.16621	False
ACTN1_m69445694	ACTN1	311.61/630.46	514.81/110.43	471.04	312.62	-0.58989	50832	11289	1.8581	0.067975	0.93202	0.13595	0.30047	False
AFF1_m87967920	AFF1	751.1/1630.3	1093.3/632.83	1190.7	863.08	-0.46379	3.8651e+05	29919	1.8553	0.029103	0.9709	0.058206	0.16757	False
ADIRF_p88729975	ADIRF	89.662/209.56	208.82/304.4	149.61	256.61	0.77437	7188	3382.4	1.8398	0.96694	0.033064	0.066128	0.18249	True
ADNP2_p77875482	ADNP2	561.49/390.71	480.11/775.31	476.1	627.71	0.3981	14583	11416	1.8342	0.92204	0.077963	0.15593	0.32725	True
AAAS_m53715169	AAAS	956.89/1113.5	502.82/966.99	1035.2	734.9	-0.49372	12267	25826	1.8338	0.030836	0.96916	0.061673	0.17355	False
AEBP2_m19615578	AEBP2	348.36/671.31	820.79/597.36	509.83	709.07	0.47511	52148	12268	1.8284	0.96398	0.036024	0.072048	0.19612	True
ACTN4_p39138459	ACTN4	1575.7/2017.5	1196.8/1602.1	1796.6	1399.5	-0.36017	97582	46101	1.8225	0.032183	0.96782	0.064366	0.17821	False
ACVR1C_m158401030	ACVR1C	1099.5/1435	1341.3/1834.4	1267.2	1587.8	0.32518	56281	31942	1.8213	0.96359	0.036408	0.072816	0.19643	True
ADAD1_p123301358	ADAD1	1749.1/1907.4	2041.6/2387.1	1828.3	2214.3	0.27628	12517	46955	1.812	0.96261	0.037394	0.074788	0.19923	True
AGFG1_m228337138	AGFG1	1049.5/1001.6	1732.4/890.89	1025.6	1311.7	0.35467	1145	25573	1.8098	0.96319	0.036806	0.073612	0.19715	True
ABCF1_p30545638	ABCF1	213.13/376.5	404.4/482.92	294.82	443.66	0.588	13345	6899	1.8086	0.96343	0.036573	0.073145	0.19643	True
ABI1_p27112174	ABI1	1484.6/1314.2	2124.2/1406.4	1399.4	1765.3	0.33492	14513	35453	1.7904	0.97402	0.025982	0.051964	0.15827	True
AFF2_m147924923	AFF2	601.18/328.55	370.96/181.95	464.86	276.46	-0.74764	37163	11133	1.7832	0.037079	0.96292	0.074158	0.19808	False
AEBP1_m44144355	AEBP1	524.74/1969.5	1010.7/842.82	1247.1	926.75	-0.42796	1.0437e+06	31410	1.7746	0.035326	0.96467	0.070651	0.19284	False
ADRBK1_m67034255	ADRBK1	586.48/987.43	743.82/1312	786.95	1027.9	0.38494	80380	19360	1.7696	0.95835	0.041655	0.08331	0.21601	True
AHCY_p32883227	AHCY	1071.5/406.69	645.4/349.6	739.11	497.5	-0.57015	2.2101e+05	18125	1.7662	0.036355	0.96365	0.07271	0.19643	False
AFTPH_m64778841	AFTPH	746.69/456.42	1070/553.3	601.56	811.64	0.43153	42130	14598	1.766	0.95897	0.041032	0.082064	0.21349	True
AHCTF1_p247076572	AHCTF1	551.2/740.57	1103.4/622.53	645.89	862.98	0.41749	17930	15730	1.7618	0.95827	0.041732	0.083465	0.21601	True
ACHE_m100491721	ACHE	1075.9/873.77	824.57/567.03	974.86	695.8	-0.48592	20438	24246	1.7597	0.036557	0.96344	0.073114	0.19643	False
ADARB2_m1779308	ADARB2	1140.6/1191.7	880.09/977.86	1166.1	928.97	-0.32771	1302.6	29270	1.7564	0.082836	0.91716	0.16567	0.34203	False
ADRA1B_p159343905	ADRA1B	410.09/293.03	44.162/334.73	351.56	189.44	-0.88851	6851.8	8300.9	1.7557	0.037534	0.96247	0.075068	0.19945	False
ADAMTS5_p28338596	ADAMTS5	840.77/571.86	373.49/573.33	706.31	473.41	-0.57622	36157	17281	1.7481	0.038219	0.96178	0.076439	0.20255	False
ADARB2_p1779233	ADARB2	442.43/229.1	395.57/651.14	335.76	523.36	0.63881	22756	7909.4	1.7391	0.98254	0.01746	0.034921	0.11746	True
ACVR1B_m52369237	ACVR1B	1472.8/1536.2	1218.2/1098.6	1504.5	1158.4	-0.37684	2008.8	38257	1.7346	0.038414	0.96159	0.076828	0.20305	False
ADRA1B_m159343996	ADRA1B	748.16/523.9	919.84/777.02	636.03	848.43	0.41512	25146	15478	1.7315	0.95611	0.043893	0.087785	0.22262	True
AEBP1_p44144347	AEBP1	1039.2/994.53	685.78/786.75	1016.9	736.26	-0.46529	997.62	25345	1.7294	0.038989	0.96101	0.077977	0.20548	False
AGAP2_m58129187	AGAP2	917.2/768.99	1056.7/1118	843.09	1087.4	0.36672	10984	20814	1.7282	0.9548	0.045196	0.090392	0.22861	True
AFF4_p132272747	AFF4	527.68/113.66	72.552/331.29	320.67	201.92	-0.66466	85708	7536.2	1.7281	0.08557	0.91443	0.17114	0.35035	False
ACTL7A_p111624699	ACTL7A	1214.1/776.09	893.97/543.57	995.1	718.77	-0.46875	95933	24776	1.7266	0.039582	0.96042	0.079164	0.20757	False
ACRC_m70811980	ACRC	461.54/502.59	445.41/889.17	482.07	667.29	0.46825	842.7	11567	1.7225	0.95748	0.042516	0.085031	0.21927	True
ADK_m75960552	ADK	1472.8/1829.2	1263/1315.4	1651	1289.2	-0.35659	63516	42183	1.7172	0.039081	0.96092	0.078161	0.20548	False
ACTL6A_m179287986	ACTL6A	661.44/358.74	296.52/337.59	510.09	317.05	-0.68432	45814	12275	1.7142	0.040719	0.95928	0.081438	0.21242	False
ADRBK2_p26057601	ADRBK2	1456.6/1681.8	1731.2/2079.3	1569.2	1905.2	0.27975	25353	39989	1.7075	0.95354	0.046456	0.092911	0.23321	True
AATF_p35307505	AATF	995.1/477.73	728.05/275.22	736.42	501.63	-0.55297	1.3384e+05	18056	1.7064	0.040295	0.95971	0.080589	0.21076	False
ACD_p67694355	ACD	752.57/795.62	1094.6/917.21	774.1	1005.9	0.37747	926.67	19028	1.699	0.95356	0.046437	0.092873	0.23321	True
AGAP3_p150783857	AGAP3	1328.8/1038.9	1346.3/1596.4	1183.8	1471.4	0.31342	42002	29737	1.6954	0.95227	0.047734	0.095468	0.23784	True
AAK1_p69870070	AAK1	1456.6/1275.1	1129.3/962.41	1365.9	1045.9	-0.38484	16473	34561	1.6943	0.042582	0.95742	0.085164	0.21927	False
ACVR1_p158655928	ACVR1	288.09/307.24	536.89/335.87	297.67	436.38	0.55035	183.25	6969.1	1.6889	0.95169	0.048305	0.096611	0.24009	True
AGPAT3_m45379578	AGPAT3	101.42/156.28	206.93/226.01	128.85	216.47	0.74396	1504.9	2891	1.6883	0.94797	0.052026	0.10405	0.2523	True
AGBL5_p27275898	AGBL5	1108.3/1969.5	1066.2/1333.8	1538.9	1200	-0.35863	3.7087e+05	39177	1.6869	0.043418	0.95658	0.086837	0.22235	False
AFTPH_p64778713	AFTPH	1731.5/1507.8	1543.8/999.6	1619.6	1271.7	-0.34868	25027	41341	1.6841	0.043512	0.95649	0.087024	0.22235	False
ACTR3_p114691883	ACTR3	542.38/776.09	418.28/466.9	659.24	442.59	-0.57375	27309	16072	1.6831	0.043736	0.95626	0.087472	0.22262	False
ABCB8_p150725600	ABCB8	438.02/399.59	220.81/275.79	418.8	248.3	-0.75183	738.56	9977.2	1.679	0.043899	0.9561	0.087798	0.22262	False
ADRBK1_p67034160	ADRBK1	1018.6/717.48	1070.6/1144.4	868.05	1107.5	0.35108	45342	21462	1.6722	0.94891	0.051087	0.10217	0.24916	True
ADCY1_p45614127	ADCY1	1725.6/2271.4	1786.7/1442.5	1998.5	1614.6	-0.30762	1.4895e+05	51562	1.6577	0.045428	0.95457	0.090856	0.22921	False
ACVRL1_p52306245	ACVRL1	836.36/973.22	1095.2/1197	904.79	1146.1	0.34076	9365.7	22418	1.6466	0.9465	0.053505	0.10701	0.25514	True
ACVR2B_p38518841	ACVR2B	587.95/495.49	733.09/717.52	541.72	725.3	0.42037	4274.3	13076	1.6447	0.94581	0.054193	0.10839	0.25719	True
ABL2_m179100447	ABL2	1425.8/1026.5	1555.1/1463.6	1226.1	1509.4	0.29963	79711	30855	1.6444	0.94658	0.05342	0.10684	0.25514	True
ADIRF_m88728302	ADIRF	492.41/221.99	309.77/102.99	357.2	206.38	-0.78849	36562	8440.9	1.6421	0.050289	0.94971	0.10058	0.24627	False
ADCK4_p41220422	ADCK4	161.69/333.88	275.07/465.18	247.78	370.13	0.57703	14825	5747.3	1.6409	0.94669	0.053314	0.10663	0.25514	True
AGPAT5_m6566240	AGPAT5	802.55/1594.8	872.52/950.39	1198.7	911.46	-0.39482	3.1383e+05	30129	1.6403	0.048992	0.95101	0.097985	0.24229	False
AAAS_p53714367	AAAS	474.77/582.51	411.34/268.35	528.64	339.85	-0.63589	5804.2	12744	1.6376	0.047225	0.95278	0.094449	0.23589	False
ABTB1_m127395855	ABTB1	560.02/887.97	1113.5/759.28	724	936.4	0.37069	53777	17736	1.6282	0.94464	0.055364	0.11073	0.26089	True
AEBP2_m19615484	AEBP2	104.36/387.16	322.38/409.68	245.76	366.03	0.57281	39987	5698	1.623	0.94443	0.055571	0.11114	0.26125	True
ADD3_p111860553	ADD3	1881.4/1378.1	1584.8/1004.2	1629.8	1294.5	-0.33207	1.2666e+05	41613	1.6144	0.050121	0.94988	0.10024	0.24618	False
ADPRHL2_m36554576	ADPRHL2	1099.5/1115.3	1309.1/1431.6	1107.4	1370.3	0.30714	125.32	27722	1.6104	0.94288	0.057123	0.11425	0.26729	True
ACLY_p40069998	ACLY	877.51/715.71	538.15/594.5	796.61	566.32	-0.49151	13091	19610	1.6061	0.050037	0.94996	0.10007	0.24618	False
AFF2_p147967406	AFF2	1043.6/1051.4	1372.8/1240.5	1047.5	1306.7	0.31867	30.051	26148	1.6052	0.9455	0.054497	0.10899	0.25802	True
ABLIM2_m8108316	ABLIM2	291.03/307.24	154.57/173.94	299.14	164.26	-0.86092	131.29	7005.3	1.6052	0.053365	0.94663	0.10673	0.25514	False
AFF3_m100625319	AFF3	742.28/781.42	955.8/996.17	761.85	975.98	0.35693	765.66	18712	1.6018	0.94126	0.058744	0.11749	0.27232	True
ADRBK2_m25961078	ADRBK2	316.02/419.12	497.77/529.84	367.57	513.81	0.48208	5314.9	8698.7	1.5952	0.94155	0.058454	0.11691	0.27211	True
ACVR2B_p38518836	ACVR2B	1465.5/777.87	744.45/951.54	1121.7	847.99	-0.4031	2.3639e+05	28098	1.5934	0.051273	0.94873	0.10255	0.24925	False
ADRB2_p148206432	ADRB2	467.42/1118.8	592.41/537.28	793.13	564.84	-0.48898	2.1218e+05	19520	1.5883	0.05113	0.94887	0.10226	0.24916	False
AGAP2_m58128454	AGAP2	1212.6/1152.6	897.76/908.62	1182.6	903.19	-0.3885	1803.2	29705	1.5864	0.05248	0.94752	0.10496	0.25389	False
ADPRHL2_p36554606	ADPRHL2	257.23/245.08	52.995/203.12	251.15	128.06	-0.96627	73.771	5829.5	1.5856	0.052982	0.94702	0.10596	0.25508	False
ADRB3_p37823958	ADRB3	2221/976.77	1393/1151.8	1598.9	1272.4	-0.32927	7.7402e+05	40784	1.5854	0.052983	0.94702	0.10597	0.25508	False
ADCK2_m140373155	ADCK2	77.903/97.677	99.681/212.28	87.79	155.98	0.82211	195.5	1931.7	1.5853	0.93819	0.061807	0.12361	0.2808	True
AEN_m89169460	AEN	1606.6/1554	1376.6/1138.1	1580.3	1257.3	-0.32956	1384.2	40285	1.5814	0.053817	0.94618	0.10763	0.25602	False
AFF4_m132272826	AFF4	1155.3/2191.5	2025.8/2123.4	1673.4	2074.6	0.30985	5.3686e+05	42785	1.5798	0.97377	0.026225	0.052451	0.15878	True
ACTRT3_m169487192	ACTRT3	510.05/172.27	218.29/177.38	341.16	197.83	-0.7831	57047	8042.9	1.5705	0.05494	0.94506	0.10988	0.2595	False
AGPAT3_p45379552	AGPAT3	1043.6/1156.1	1405.6/1294.8	1099.9	1350.2	0.29563	6331.9	27524	1.5678	0.93436	0.065643	0.13129	0.29341	True
ADNP_m49518579	ADNP	1805/1435	1712.2/2152.5	1620	1932.4	0.25426	68463	41350	1.5648	0.93777	0.062229	0.12446	0.2813	True
ABL1_p133729502	ABL1	774.62/529.23	675.68/228.87	651.93	452.28	-0.52653	30108	15885	1.5551	0.056589	0.94341	0.11318	0.26541	False
ADCK3_m227149096	ADCK3	270.46/415.57	434.05/525.83	343.01	479.94	0.4834	10529	8088.9	1.552	0.93605	0.063949	0.1279	0.28712	True
AGAP3_p150784015	AGAP3	486.53/673.08	784.83/734.68	579.81	759.75	0.38937	17402	14044	1.5466	0.93555	0.064446	0.12889	0.28871	True
ADRA1B_p159343912	ADRA1B	1149.4/1465.2	960.21/1086.6	1307.3	1023.4	-0.35292	49839	33005	1.5384	0.059059	0.94094	0.11812	0.27315	False
ADNP_p49510949	ADNP	429.2/889.75	567.8/1132.9	659.48	850.36	0.36626	1.0605e+05	16078	1.5338	0.93389	0.066112	0.13222	0.29459	True
AEBP1_p44144306	AEBP1	971.58/944.8	922.99/509.81	958.19	716.4	-0.41904	358.6	23811	1.5338	0.058563	0.94144	0.11713	0.27211	False
AFF1_p87967353	AFF1	1785.9/1459.8	960.21/1647.3	1622.9	1303.8	-0.31564	53159	41427	1.529	0.058467	0.94153	0.11693	0.27211	False
ACVR2B_p38495805	ACVR2B	804.02/776.09	550.14/595.07	790.05	572.6	-0.46373	390.05	19440	1.5204	0.059427	0.94057	0.11885	0.27422	False
ADCK4_p41220276	ADCK4	680.55/534.56	550.77/1025.9	607.56	788.34	0.37527	10657	14751	1.5157	0.9317	0.068302	0.1366	0.30125	True
ACSS2_p33501184	ACSS2	698.19/531.01	504.08/347.89	614.6	425.98	-0.52781	13975	14931	1.5152	0.061341	0.93866	0.12268	0.28045	False
AAAS_m53715176	AAAS	801.08/158.06	247.31/379.93	479.57	313.62	-0.61114	2.0674e+05	11504	1.5124	0.060899	0.9391	0.1218	0.27954	False
ACVR2A_p148653965	ACVR2A	573.25/168.72	119.87/333.58	370.98	226.73	-0.70794	81824	8783.5	1.5123	0.061839	0.93816	0.12368	0.2808	False
ACVR1B_p52369196	ACVR1B	405.68/284.15	173.49/237.46	344.92	205.47	-0.74446	7385.1	8136.1	1.5116	0.061	0.939	0.122	0.27954	False
ACTR3_p114684915	ACTR3	895.15/824.04	700.29/571.04	859.6	635.66	-0.43481	2528.4	21243	1.5106	0.062216	0.93778	0.12443	0.2813	False
ADCK5_m145603137	ADCK5	1195/1083.3	659.91/1098	1139.2	878.96	-0.37373	6235.9	28559	1.5081	0.061814	0.93819	0.12363	0.2808	False
ADARB1_m46591572	ADARB1	205.78/186.47	225.86/359.9	196.13	292.88	0.57609	186.39	4495.4	1.5017	0.92537	0.074634	0.14927	0.31919	True
AGL_p100327074	AGL	607.06/985.65	651.08/514.39	796.35	582.73	-0.44991	71667	19603	1.499	0.063539	0.93646	0.12708	0.28592	False
ACTR5_p37377178	ACTR5	379.23/664.2	864.32/508.1	521.72	686.21	0.39472	40606	12569	1.4957	0.92884	0.071156	0.14231	0.31082	True
AATK_p79104850	AATK	438.02/561.2	319.86/344.45	499.61	332.16	-0.58749	7586.4	12010	1.4925	0.063251	0.93675	0.1265	0.28527	False
ACAT2_m160183956	ACAT2	796.67/1024.7	1444.1/813.64	910.7	1128.9	0.30954	26004	22572	1.4753	0.92678	0.073222	0.14644	0.31598	True
ACTL6B_p100253446	ACTL6B	1209.7/827.59	1085.1/472.62	1018.6	778.88	-0.38675	73005	25392	1.4723	0.066201	0.9338	0.1324	0.29459	False
ADIRF_p88729942	ADIRF	951.01/864.89	606.92/769.01	907.95	687.96	-0.39977	3708.3	22500	1.4665	0.07125	0.92875	0.1425	0.31082	False
AFAP1L2_p116092995	AFAP1L2	1383.1/864.89	894.6/851.98	1124	873.29	-0.36376	1.343e+05	28160	1.4648	0.067571	0.93243	0.13514	0.29957	False
AHNAK2_m105423822	AHNAK2	316.02/735.24	709.75/664.87	525.63	687.31	0.38627	87873	12668	1.4628	0.92457	0.07543	0.15086	0.32103	True
ABHD14B_p52004011	ABHD14B	501.23/635.79	668.74/800.48	568.51	734.61	0.36923	9053.6	13756	1.4507	0.92165	0.078353	0.15671	0.32751	True
ABTB1_m127395233	ABTB1	598.24/546.99	482.63/314.7	572.61	398.67	-0.52129	1313.1	13861	1.4442	0.069768	0.93023	0.13954	0.30636	False
ADNP2_p77890985	ADNP2	776.09/1280.5	1125.5/1259.4	1028.3	1192.4	0.2135	1.2719e+05	25644	1.4404	0.84735	0.15265	0.3053	0.51592	True
ABLIM2_m8160405	ABLIM2	1336.1/1784.8	1398.7/1144.9	1560.5	1271.8	-0.29489	1.0067e+05	39755	1.4399	0.073843	0.92616	0.14769	0.31665	False
ACTL6A_p179287911	ACTL6A	1281.7/1189.9	1228.3/725.53	1235.8	976.93	-0.33881	4217.5	31111	1.4395	0.071096	0.9289	0.14219	0.31082	False
ACAD9_m128598631	ACAD9	399.8/609.15	281.38/399.95	504.48	340.67	-0.56506	21913	12133	1.4355	0.06848	0.93152	0.13696	0.30137	False
ADCK1_p78285402	ADCK1	1246.5/753	1301.5/1264.5	999.73	1283	0.35962	1.2175e+05	24897	1.4353	0.96371	0.036292	0.072583	0.19643	True
ACSS2_m33500940	ACSS2	1655.1/943.03	1069.4/2038.1	1299.1	1553.7	0.2581	2.5351e+05	32786	1.435	0.92022	0.079781	0.15956	0.33209	True
ACTR1A_m104248862	ACTR1A	1056.8/2156	1396.2/1228.5	1606.4	1312.3	-0.29153	6.0408e+05	40986	1.4234	0.073151	0.92685	0.1463	0.31598	False
ACIN1_m23535193	ACIN1	561.49/824.04	428.37/579.05	692.77	503.71	-0.45899	34466	16932	1.4233	0.07313	0.92687	0.14626	0.31598	False
ACIN1_p23538745	ACIN1	568.84/612.7	564.02/270.64	590.77	417.33	-0.5004	961.93	14323	1.4197	0.073634	0.92637	0.14727	0.31665	False
ACVR1B_p52369243	ACVR1B	692.31/749.45	607.55/448.02	720.88	527.78	-0.44908	1632.5	17655	1.4184	0.073079	0.92692	0.14616	0.31598	False
ADRA1A_p26722438	ADRA1A	1093.6/934.15	726.79/835.96	1013.9	781.37	-0.37536	12710	25267	1.4171	0.071782	0.92822	0.14356	0.31246	False
ACD_m67694260	ACD	1189.1/1653.4	1320.5/977.29	1421.3	1148.9	-0.30672	1.0778e+05	36036	1.4164	0.075651	0.92435	0.1513	0.32103	False
ADI1_m3523162	ADI1	592.36/710.38	362.76/578.48	651.37	470.62	-0.46807	6964.5	15871	1.4163	0.075677	0.92432	0.15135	0.32103	False
ABT1_p26597361	ABT1	339.54/447.54	310.4/205.99	393.54	258.19	-0.60615	5831.8	9345.6	1.4155	0.080725	0.91927	0.16145	0.33463	False
AFMID_p76187082	AFMID	1137.7/1028.3	803.75/885.74	1083	844.75	-0.35804	5984.9	27080	1.4122	0.073853	0.92615	0.14771	0.31665	False
ADK_p76074475	ADK	198.43/28.415	249.83/114.44	113.42	182.13	0.67851	14453	2528.4	1.4107	0.91306	0.086944	0.17389	0.35452	True
ADRBK1_p67034261	ADRBK1	680.55/634.01	318.6/631.12	657.28	474.86	-0.46818	1082.8	16022	1.4034	0.074765	0.92523	0.14953	0.31919	False
ABL2_p179100503	ABL2	951.01/994.53	996.17/504.09	972.77	750.13	-0.37451	947.17	24192	1.3996	0.076157	0.92384	0.15231	0.32238	False
ACTR8_m53916073	ACTR8	1500.7/1316	800.6/1476.2	1408.4	1138.4	-0.30675	17068	35692	1.3944	0.076522	0.92348	0.15304	0.32283	False
ADCK4_m41220243	ADCK4	830.48/864.89	1349.5/740.97	847.68	1045.2	0.3019	592	20933	1.3924	0.91393	0.086073	0.17215	0.35168	True
ACAD11_p132378566	ACAD11	679.08/777.87	449.82/627.11	728.47	538.47	-0.43532	4879.2	17851	1.3906	0.077496	0.9225	0.15499	0.32597	False
ACLY_m40070029	ACLY	132.29/241.53	123.02/65.801	186.91	94.412	-0.97779	5966.7	4273.6	1.39	0.076587	0.92341	0.15317	0.32283	False
ACO2_p41895716	ACO2	302.79/348.09	404.4/481.78	325.44	443.09	0.44403	1025.7	7654	1.3771	0.91064	0.089361	0.17872	0.36363	True
ABL1_m133729456	ABL1	1145/985.65	1194.3/478.92	1065.3	836.6	-0.34834	12701	26617	1.3732	0.080445	0.91955	0.16089	0.33416	False
ADAR_m154574098	ADAR	1572.8/1028.3	1218.2/871.43	1300.5	1044.8	-0.31553	1.4823e+05	32825	1.3725	0.079092	0.92091	0.15818	0.32991	False
AGFG1_m228337201	AGFG1	933.37/880.87	635.31/763.29	907.12	699.3	-0.37491	1378	22479	1.3654	0.082853	0.91715	0.16571	0.34203	False
ADRB3_m37823867	ADRB3	251.35/237.98	251.09/438.86	244.66	344.98	0.49401	89.391	5671.3	1.3633	0.90853	0.09147	0.18294	0.36897	True
ADH5_m100003254	ADH5	1178.8/1243.2	868.1/1075.1	1211	971.62	-0.31745	2069	30455	1.352	0.085074	0.91493	0.17015	0.34903	False
ABTB1_p127395242	ABTB1	842.24/1424.3	853.59/946.96	1133.3	900.28	-0.33173	1.694e+05	28404	1.3492	0.083411	0.91659	0.16682	0.34362	False
ABCB8_p150725675	ABCB8	943.66/756.55	615.12/1467.6	850.11	1041.4	0.29247	17504	20996	1.3482	0.90659	0.093409	0.18682	0.37427	True
AHRR_m353892	AHRR	351.3/150.96	288.95/416.55	251.13	352.75	0.48857	20069	5828.8	1.3387	0.90837	0.091635	0.18327	0.36897	True
ADAMTS5_p28338620	ADAMTS5	399.8/209.56	357.08/470.33	304.68	413.71	0.44006	18096	7141.8	1.3137	0.90148	0.098524	0.19705	0.38827	True
ADCK1_m78285358	ADCK1	1547.8/1966	1870/2354	1756.9	2112	0.26543	87446	45030	1.3131	0.95287	0.047133	0.094266	0.23589	True
ACP1_p264954	ACP1	1267/1397.7	929.3/1247.4	1332.3	1088.3	-0.29162	8533.7	33670	1.3114	0.091782	0.90822	0.18356	0.36897	False
ACO2_p41903813	ACO2	1045.1/488.39	1190.5/694.06	766.73	942.27	0.29707	1.5495e+05	18838	1.3114	0.89955	0.10045	0.2009	0.39508	True
ADAMTS5_m28338697	ADAMTS5	1068.6/749.45	541.93/875.44	909.02	708.69	-0.35872	50927	22528	1.3111	0.09098	0.90902	0.18196	0.36872	False
ACBD6_m180471277	ACBD6	1175.9/518.58	833.41/473.19	847.24	653.3	-0.37452	2.1603e+05	20922	1.309	0.089994	0.91001	0.17999	0.36546	False
AEN_m89169544	AEN	536.5/687.29	504.71/394.23	611.9	449.47	-0.44421	11369	14862	1.3048	0.091371	0.90863	0.18274	0.36897	False
ADCK3_p227149133	ADCK3	724.65/648.22	702.81/999.6	686.43	851.21	0.30998	2920.4	16770	1.3019	0.89838	0.10162	0.20323	0.3981	True
